company,city,edu,resumeCount,salary,jobName,detail
西人马(厦门)科技有限公司,深圳-南山区,本科/3-5年,1,15K-25K,数据库工程师(深圳),"岗位职责：本科及以上(硕博士优先) - 计算机科学，软件工程专业相关经验: 2-3年或3-5年岗位职责：1. 负责基础数据平台的规划和搭建，并基于大数据对业务提供深入有效的支持。2. 实现分布式数据库的部署、开发3. 能基于一致性、及时性、准确性的要求不断提高数据库质量。4. 负责云平台业务库的日常管理、监控报警及维护工作任职要求：1. 精通 SQL 开发(对PostgreSQL的分库/分区/备份/容灾有一定了解)2. 熟悉 Hive/HBase/Cassandra 中的任一种分布式大数据框架3. 熟悉 Java+Hadoop 技术栈4. 有分布式大数据存储开发、时序数据库存储开发经验者优先5. 熟悉大数据可视化为加分项6. 能熟练的阅读英文论文与文档为加分项其他要求:具备良好的沟通、协作能力。较强的责任心和承担力，工作态度严谨细心。具有良好的代码编写习惯,能够输出可读性强的技术文档。"
北京公共交通控股(集团)有限公司信息科技分公司,北京,本科/5-10年,3,20K-25K,信息安全工程师（高级网络及安全方向）,工作内容:1、大型网络的规划、建设，配置实施和运行维护、网络优化；2、网络管理系统的功能规划、日常使用；3、网络设备的测试、选型，和厂商沟通定制需求；4、网络故障分析、定位和处理；5、日常网络安全态势监控、威胁事件分析及信息安全事件溯源及问题处理；6、网络安全策略设计、实施及网络安全设备的日常使用；7、其他交办任务报名条件:1、本科及以上学历，计算机或相关专业毕业；2、具有不少于5年的网络及安全维护工作经验；具有大型企业网络及安全维护、实施经验优先；3、熟练掌握路由器、交换机、防火墙、负载均衡、IPS、堡垒机、网关控制、日志审计、无线等技术配置和管理。具有一定的网络故障独立处理经验及网络安全事件分析能力，或寻求其他解决途径的能力和经验；4、熟悉华为、华三、思科等主流网络产品技术及解决方案，熟悉深信服、天融信、360、亚信、绿盟、安恒等主流安全产品原理及使用方法，持CCIE、HCIE、CISP、CISSP级别证书者优先；5、了解黑客常用攻击手段和方法。了解大数据安全日志系统或安全态势感知系统。6、具备良好的服务意识，具备分析和独立解决问题的能力；7、有良好的沟通能力和语言表达力，能吃苦耐劳有责任心；8、工作认真、负责、踏实稳重。
杭州美盟网络科技有限公司,杭州,本科/1-3年,40,10K-15K,java开发工程师,初级：岗位职责：1、负责编写指定代码模块并进行测试；2、负责具体功能的实现以及与相关模块的接口集成；3、进行软件程序的调试和维护。岗位要求：1、1-3年Java开发相关工作经验；2、精通Java，熟悉J2EE架构，掌握Springmvc，SSM，SSI等开发框架；3、熟练掌握SQL、存储过程、触发器、视图的编写。4、熟悉vue.js、react、js、jquery、easyui等常用前端技术。中级：岗位职责：1、参与需求分析并设计模块实现方案；2、按照设计要求及源代码编写规范编写程序代码，并编写相关技术文档，对其质量、性能负责；3、参与单元测试，并配合系统测试��岗位要求：1、3-5年实际JAVA开发经验，熟悉Springmvc，SSM，SSI开发框架，；2、熟悉tomcat/JBOSS/WebSphere/WebLogic等J2EE服务器配置管理；3、能熟练使用Oracle数据库，对My Sql、Sql Server、DB2数据库有所了解，熟练掌握PL/SQL、eclipse等相关技术及工具；4、有在Linux/Unix系统下开发、部署大型J2EE项目经验优先。5、熟悉vue.js、react、ajax、jquery等常用前端技术。高级：职责描述：1、参与业务分析、设计工作。2、负责项目中主要功能模块的设计、开发与单元测试工作。3、协助指导初、中级开发工程师完成工作。4、配合测试部门进行压力测试、性能调优，并根据测试结果修改、完善产品。5、参与各类开发文档的编写。任职要求：1、5年及以上的软件开发工作经验，有较强的业务理解和分析设计能力。2、精通Java，熟练使用spring，struts、hibernate、ibatis、velocity等框架。3、对oracle、sqlserver、mysql等数据库需要有比较深入的了解和开发经验。4、精通面向对象编程，思维活跃、心思缜密，考虑问题全面，有较强的逻辑思维能力和系统设计能力。5、有较丰富的项目开发和团队合作经验，较强的工作主动性和技术钻研能力，能够积极主动的帮助其他同事，协调资源完成所负责的工作。6、对大数据、高并发处理有一定的理论和实践经验。
石家庄山舟网络技术有限公司,石家庄,大专/1-3年,1,4K-8K,爬虫工程师,职位描述：1.负责采集系统的设计、研发与维护；2.持续优化系统，提高系统的稳定性及性能。职位要求1.统招大专及以上学历2.1年以上爬虫工作经验3.熟悉常用的爬取技术，能够针对不同的需求开发灵活多变的采集方案4.熟悉正在表达式、Xpath、CSS等网页信息抽取技术，熟悉常见的反爬技术并可提供解决方案者优先5.有自动化测试经验6.对于一些常用的爬虫框架有研究，例如:scrapy等7.优秀的分析、解决问题能力，对处理未知的、挑战性问题充满激情加分项对数据有兴趣 愿意热爱专研问题熟悉 Python Django /flask熟悉Hbase Hadoop redis Mysql 等主流数据库。对分布式有一定的了解。对大数据有一定认知
上海通方信息系统有限公司,上海,大专/3-5年,0,12K-15K,etl开发工程师,岗位职责：1.负责数据产品ETL设计及开发、日常批量调度问题处理、数据质量检验和监控。2.参与大数据平台数据仓库建模、设计及开发；3.参与项目中的需求调研、模型设计、计划评估等工作。任职要求：1. 计算机相关专业，专科及以上学历；2. 2年以上的数据仓库开发经验；3. 熟练掌握ETL工具，有KETTLE使用经验者优先；4. 熟悉Linux系统；精通SQL语言；5. 良好的数据批处理、数据调度、异常处理设计经验；6. 有Hive、IMPALA等大数据开发组件经验者优先。 
南京众汇成信息科技有限公司,南京,本科/3-5年,8,8K-15K,php开发工程师,"工作内容：1、负责网站、接口、后端开发，完成项目的整体搭建;2、保证网站系统的正常运行和维护;3、及时处理网站所遇到的技术问题;4、参与项目重点、难点模块的研发工作，结合业务的特点，提供面向业务的整体优化方案；任职要求：1、精通 PHP 及主流开发框架ThinkPHP，精通面向对象开发；2、精通 Mysql 数据库，优秀的数据库设计和优化能力；3、熟悉HTML/CSS/JavaScript/Ajax/JQuery 等相关技术；4、学习能力强，有较强的架构能力及优秀的逻辑思维能力；5、本科以上学历,有电商类app作品的优先；6、熟悉Linux 环境下开发，熟练掌握 Apache/Nginx的配置和使用；7、不拘泥于PHP语言，熟悉其它开发语言者优先，如：nodeJs/vue/Java；8、会开发H5小程序及公众号的优先；9、有大规模系统设计和开发经验者，或高并发、高安全性互联网服务经验者优先；10、有基于大数据处理平台的模型设计与数据处理工作经验者优先；11、良好的团队合作精神，能和产品经理积极沟通，主动对产品需求提出优化建议。需有作为主程参与的电商平台公司地址：南京市秦淮区海福巷90-1号南京报业文化创意园B210室"
中国邮政储蓄银行股份有限公司,北京,硕士/3-5年,1,薪资面议,模型研究岗,"招聘部门：风险管理部招聘人数：若干（以此为准）岗位职责：大数据及人工智能等创新模型开发及应用推广，主要包括：1.开展人工智能算法研究，提升人工智能在信用评分模型中应用；2.大数据申请反欺诈和交易反欺诈模型开发；3.人工智能模型应用部署及表现监控。专业要求：数学、统计、计量、金融数学、金融工程、计算机工程或其他量化学科背景学历要求：全日制硕士研究生及以上工作经验：3年及以上银行、咨询公司相关工作经验，特别优秀者可以放宽其他任职要求：1.熟练掌握高级数学和高级统计计量（高级概率论、时序、数值优化和分析）；2.熟练运用SQL,至少掌握Python、R、Matlab、Tensorflow中一种；3.具有批判思维，较强的沟通和抽象问题具象化表达能力。"
南方(南沙)国际产能和技术合作中心,广州,本科/不限,3,4K-6K,行政专员,南方国合中心是面向华南地区，承接国家发改委国合中心作为国家推进“一带一路”建设领导小组办公室组成单位在华南地区的具体工作，致力于推进“一带一路”建设、打造国际产能和技术合作的枢纽型高端综合服务平台。南方国合中心发展愿景：贯彻落实委省共建协议精神，进一步促进南沙自贸区及华南企业积极参与“一带一路”投融资建设。构建一套高效集成、方便快捷、线上线下一体化运作的专业化国际投资和技术合作综合服务体系；打造华南地区国际投资和技术合作项目的大数据中心、信息发布与对接中心、展示交易中心、投融资中心和教育培训中心，成为“一带一路”建设关键资源的整合与输出平台。因本中心业务发展需要，现招聘行政助理数名：一、岗位职责：从事办公室日常行政事务、会议记录、文件起草、交流接待和领导安排的其他工作。二、任职资格：全日制本科及以上学历，经济学相关专业，在国内外知名智库机构、企事业单位战略研究机构1年以上宏观经济分析、产业分析、行业研究咨询等相关工作经验，具备宏观经济、产业经济、区域经济、政策创新等相关知识和分析研究能力，年龄原则上不超过30岁。三、工作时间八小时双休制，法定节假日休息。四、薪酬基本工资＋绩效工资＋创新奖；社保有意者请联系，并准备个人应聘资料（简历、学历证书、证件照片、个人论文或调研报告和文章等）。南方国合中心综合部2019年4月29
上海太邦财务咨询有限公司,上海-金山区,大专/1-3年,1,8K-10K,电销销售/电话业务/业务员,公司描述：我司自研大数据管理系统，提供精准的客户资源，销售无需自己寻找客户岗位职责：1.通过电话渠道与客户进行有效沟通了解客户需求，熟悉销售流程，协助部门经理完成各项销售工作；2.执行各项业务操作标准，掌握电话销售技巧，确保电话销售质量，完成通时、业绩指标；3.维护老客户的业务，反馈客户意见和信息，提出合理化建议，并挖掘客户的最大潜力；4.遵守公司各项管理规定，完成公司交代的其他工作任务；任职要求：1.专科及以上学历，形象气质较好，有一年以上的电销经验；2.工作态度积极，热爱销售工作，有较强的事业心，勇于面对挑战；3.具备良好的沟通及表达能力，应变能力和解决问题的能力，良好的团队合作精神和客户服务意识；4.具备责任心，有较强的抗压能力，性格活泼开朗，良好亲和力。您关注的薪酬和发展：1、薪资制度：基本薪资，高额业绩提成，绩效奖金等2、保险福利：按照国家政策规定缴纳社会保险五险（养老 工伤 医疗 失业 生育）3、休息休假：8:30-11:30，13：00-18：00，8小时工作制无加班，双休工作制、法定节假日正常休假，员工正常年休假4、教育培训：新人上岗培训、产品培训、公司学习等5、晋升发展：公司根据年度绩效以及个人年度综合表现来进行晋升和涨薪欢迎有志之士加入！
杭州三汇数字信息技术有限公司南京分公司,南京,本科/5-10年,24,9K-14K,软件测试工程师,1、5年及以上软件测试工作经验，有大数据测试经验的优先；2、熟悉软件测试流程和测试用例设计方法，参与制定测试方案，设计测试用例，测试执行，问题跟进，测试报告等；3、具备善于发现缺陷，考虑全面测试场景的能力，评估项目风险，推动问题解决，保证测试质量；4、能独立承担项目的测试任务，清楚理解需求；5、了解常用的缺陷管理工具；6、搭建并维护测试环境；6、学习能力强，具备良好的团队合作集沟通能力，做事细心，耐心，踏实；7、熟练使用linux，oracle，能够独立搭建测试环境；8、有较强的分析能力和跟踪定位能力。
西人马(厦门)科技有限公司,深圳-南山区,本科/3-5年,2,15K-20K,前端工程师（深圳）,"岗位职责： 本科及以上(硕博士优先) - 计算机科学，软件工程专业相关经验: 2-3年或3-5年岗位职责：1. 负责公司产品Web前端功能设计和开发；2. 负责研发大数据可视化平台与应用3. 定义与后端工程师合作的边界、标准化与后端程序的接口；4. 同产品、设计同学对接完成项目产品交互和视觉设计岗位要求：1. 精通JavaScript/TypeScript、HTML5、CSS3 等 web 前端技术。2. 精通React、Redux等前端框架或类库，有至少一种框架项目经验3. 熟悉web前端组件化、模块化开发模式和前端构建工程化4. 熟悉Electron框架/UI设计开发者优先；5. 熟悉大数据可视化者优先；其他要求:具备良好的沟通、协作能力。较强的责任心和承担力，工作态度严谨细心。具有良好的代码编写习惯,能够输出可读性强的技术文档。5. 后端工程师学历: 本科及以上(硕士、博士优先) - 计算机科学，软件工程专业"
汇智国际旅游发展有限公司,深圳-罗湖区,本科/3-5年,2,13K-18K,高级/资深.net工程师,1、负责公司系统架构升级，核心代码重构；2、把控公司大数据处理方向；3、参与公司系统核心架构讨论与实现；4、负责解决各种棘手的疑难杂症；5、协助上级领导管理部分技术团队；6、对事情执着、究根结底要求：1.本科及上学历，4年及以上C#/.NET开发经验；2.熟悉windows系统负载均衡，redis分布式缓存，mongodb，rabbitMQ，.net core；3.对数据敏感，可以从大量数据分析出大致问题所在；4.热爱算法，执着于高性能代码编写；5.对windows系统下IIS的Server Farms负载均衡有一定研究；6.对redis集群、mongodb分片有一点了解；7.有大型互联网公司（BATMDT）团队管理经验者优先。
中国邮政储蓄银行股份有限公司,北京,硕士/1-3年,1,薪资面议,模型策略岗,招聘部门：消费信贷部招聘人数：若干（以此为准）岗位职责：1.负责零售信贷相关模型策略的开发、部署和维护2.负责信贷工厂模式风险管理、业务质量监控，制定与业务发展相适应的规则决策； 3.负责大数据分析，制定外部数据应用方案专业要求：统计、金融、数学、经济、计算机等专业优先学历要求：全日制硕士研究生及以上工作经验：2年以上（含2年）其他任职要求：1.具有数理统计、数学等学历背景，能够熟练应用SQL、R、Python、MATLAB等编程语言之一2.具有丰富的数据挖掘经验，能够胜任数据抽取、整理、清洗和分析3.能够熟练应用回归模型、主成分分析、因子分析、决策树、随机森林等统计模型4.具有银行从业经验或者四大咨询公司从业经验5.能够熟练运用BP网络、XGboost，Apriori、SVM等机器学习算法的优先
宜信,黄石-黄石港区,本科/1-3年,0,5K-8K,客服专员（双休+六险一金）,岗位职责：1、负责客户接待及客户资料初审；2、负责指导客户填写产品申请表、复印资料、编码盖章、上传系统；3、负责客户签约资料的复核，并完成客户的签约工作；4、负责贷后管理工作，包括预催收、M1 催收等；5、负责存续客户维护工作，包括追加贷款等；6、负责完成公司及上级交办的其它工作。任职要求：1、入职年龄在 22 周岁（含）以上，35 周岁（含）以下；2、本科及以上学历，有客服相关工作经验者优先；3、沟通能力强，具有团队合作精神；4、形象好，气质佳；薪资福利：1、入职后交养老、医疗、生育、失业、工伤保险和住房公积金2、转正后交商业补充医疗，门诊也可以报销，还可以享有家庭整体保险待遇3、双休、法定节假日休息、有带薪年假，婚假，产假，男士享有陪产假4、有节日福利和年终奖，有生日会和丰富的团建活动5、有定期体检和专业培训；畅通无阻、客观公正的晋升机制6、表现优异者享有国内游或者境外游的机会公司简介宜信普惠信息咨询（北京）有限公司（简称“宜信普惠”），作为中国知名的借款咨询服务专业机构，为有创业、深造、周转、消费等正当资金需求的中小微企业及个人客户推荐广泛的借款资金来源渠道。利用大数据金融云等创新科技方式，为几千万小微企业主和几亿经济上活跃的农户提供便捷、安全的资金筹措服务。目前公司已经在253个城市和20多个省的农村地区建立了强大的服务网络，并且先后在《欢乐颂》、《太太万岁》、《猎场》、《合伙人》等电视剧做过广告植入，2015年12月宜人贷（股票代码：YRD）在美国上市，成为金融科技企业第一股。
中船(浙江)海洋科技有限公司,舟山,本科/1-3年,0,6K-8K,仿真验证工程师,岗位职责a) 负责制定项目技术路径，根据客户需求与业务痛点，开展系统集成解决方案技术可行性验证工作；b) 负责开展技术框架搭建、前沿技术分析、算法模型研究与仿真验证等工作； c) 负责技术方案的撰写，编写相关设计文档和资料，实现资源、经验共享。。任职要求a) 计算机、通信、电子等理工科相关专业本科及以上学历；b) 熟悉大数据、云计算、物联网等常用的信息技术及目前流行的仿真方法，并对仿真方法有自己深刻的理解；c) 具有软件开发、算法仿真经验，熟练掌握Matlab及其他编程仿真软件，有涉海领域行业经验者优先；d) 具有良好的语言和文字表达能力，可进行技术方案编写、技术讲解交流等，具有良好的团队意识，敬业精神。
河南振云电子科技有限公司,郑州,不限/不限,0,5K-10K,销售代表,中才智达(北京)教育科技是知名在线教育平台，利用领先的AI智能引擎技术，结合个人情况，打破传统备考模式，率先使用大数据分析功能，精确定位每位学员的薄弱项，为学员设计个性化的学习方法。历经七年的职业教学辅导，已拥有各专业资深的教学研发团队，为每位学员提供“科学、完善、高效、个性化”的课程，课程围绕考试的“知识点、考点、难点”，紧扣考试大纲，并提供考前、考中、考后的全方位辅导及保障！
南京迪泓贝信息科技有限公司,南京,大专/1年以下,0,5K-10K,销售专员,岗位职责：1、负责新媒体大数据精准营销推广和移动互联功能产品销售工作；2、熟悉公司产品知识，为客户提供最具针对性的产品及服务；3、分析客户需求，为客户提供咨询服务；4、 负责跟进、维护客户关系，完成销售任务5、 根据公司要求完成销售目标；任职要求：1、半年以上广告行业销售经验（从事传统广告、新媒体广告营销优先考虑）2、大专及以上学历，品貌端正；3、良好的表达力、商务沟通洽谈能力与理解力、领悟力；4、有团队意识，做事勤奋、认真、学历与适应能力强；5、具备一定的office办公软件操作能力；6、热爱移动互联广告行业，热爱销售，熟悉移动互联网和新媒体业务者优先；
濮阳市金领域商贸有限公司,濮阳,不限/不限,0,2K-4K,销售精英,职位描述一、岗位职责：1、负责与商家洽谈移动支付方面（微信支付、支付宝支付、POS机）的业务合作；2、负责与商家沟通、宣传公司的增值服务（商家的会员管理系统、定制类营销活动、品牌推广、大数据营销、朋友圈广告等）。二、任职要求：1、沟通表达能力较强，吃苦耐劳；2、有销售经验优先考虑。三、薪酬收入：1、有责底薪2500+分润提成，只要足够勤奋者，单月收入过万；累计型提成方案，随着客户量增加，分润提成不断增加；2、正常做4000左右，认真做6000左右，努力做10000以上，收入上不封顶；3、节假日福利（如端午节棕子系列、中秋节月饼系列等）；4、周六日双休，上班时间自由，自己掌握；5、公司每月定期会组织员工旅游、聚餐、娱乐，给员工放松心情，达到最好的上班氛围效果；6、入职有专业指导培训，公司工作氛围轻松，从各方面入手到熟练。晋升制度：业绩达标者晋升快，销售代表--团队经理--市场总监--合伙人联系电话：鲍经理 ***********
陕西贝壳闹海房地产经纪有限公司,西安,本科/不限,0,8K-10K,西安链家经济人,职位信息有家公司叫：链家有种幸福叫：有师傅，有搭档有句实话叫 : 合作共赢 链家实现您的梦想【薪资待遇】1、无责任底薪3000/月；2、转正后待遇从优3、缴纳社保五险+商险+公积金；4、免费培训+带薪年假+国内外旅游+互助金；5、有创新精神及拓展精神。敢于挑战高目标，有晋升意愿；【工作职责】1、客户接待、咨询工作，为客户提供专业的房地产置业咨询服务；2、了解客户需求，提供合适房源，进行商务谈判；3、负责公司房源开发与积累，陪同客户看房，并与业主建立良好的业务协作关系。【职位要求】1、专业不限，全日制统招本科学历，优秀者可适当放宽2、形象阳光向上，具备一定的沟通能力3、诚实守信、勤奋主动，具有高度的工作热情和团队合作意识。4、市场营销专业.有销售、客户服务或学生社团干部经验者优先考虑；联系方式上班地址：西安链家就近分配公司信息贝壳找房创立于2018年初，定位于技术驱动的品质居住服务平台。贝壳找房致力于聚合和赋能全行业的优质服务者，打造开放合作的行业生态，为消费者提供包括二手房、新房、租赁和家装等全方位的居住服务。贝壳找房将继承和升级链家网在产品技术、品质控制和数据挖掘等方面的优势能力，继承和持续迭代大数据产品“楼盘字典”，研发和应用VR看房等创新技术手段，为消费者提供更好的服务体验。通过线上交易流程的可视化、线下的闭环服务和平台承诺，为消费者提供安全保障。贝壳找房还将搭建服务者的信用评价体系，为消费者甄选优质服务商，通过营销、经营、供应链、技术、数据、金融、交易等各角度的赋能，让优质服务者和品牌在平台生态中得以更好的发展。未来几年，进入全中国超过300个城市，赋能超过100个品牌，连接10万家门店和100万职业经纪人，服务超过2亿社区家庭，推动行业正循环。
武汉锦鸿亿家房地产经纪有限公司,武汉,不限/不限,0,8K-10K,诚聘销售置业顾问,贝壳旗下链家，住商不动产隶属于贝壳旗下平台，总部在北京。2018年1月30日，链家集团宣布启用旗下知名房产经纪品牌“住商不动产”开展特许经营业务，先期进入成都、重庆、大连、杭州、济南、南京、青岛、苏州、天津、武汉等10个城市，依托链家集团的大数据、线上流量和管理系统等优势平台资源开展品牌运营，并结合直营式的管理体系，全方位助力中小经纪公司的事业发展，为消费者提供有品质的服务。1、有竞争力的薪酬实习期底薪4000元+20-30%提成转正后高额提成（通提30%-75%）+带薪培训（终身）2、清晰的规划经纪人-客户经理-店长-自营门店-入股能者上，平者让。岗位要求：1、学历不限；2、20-40周岁；3、喜欢团队协作的氛围、抗压能力好；岗位职责：1、负责维护各个线上渠道的房源，保证信息准确、真实；2、负责客户的接待、咨询工作，为客户提供专业的房地产置业咨询服务；3、了解客户需求，提供合适房源；4、负责商务谈判、合同签署以及房屋过户手续办理等服务工作；5、负责公司房源的开发、维护与积累，并与业主建立良好的业务协作关系。6、负责新房的销售。我们提供：1、理论培训：入职前将接受专业的房产经纪理论知识；2、衔接培训：帮助新人从理论过渡到实践，德佑新人三个月将内接受三次不同程度的衔接训。3、实战演练：师徒制，师傅将带你近距离接触业务实战。4、经验分享：公司优秀员工与你共同分享经验，让你借鉴别人的成功秘诀。5、工作氛围：公司将是您校园生活的延续，因为这里拥有一群爱学习、爱团结、爱激情、爱梦想的伙伴！【工作时间】：9：00-18：00【工作地址】：汉口东西湖区恒大城一期住商不动产
宜信,武汉-江汉区,本科/1-3年,0,5K-8K,客服专员（双休+六险一金）,岗位职责：1、负责客户接待及客户资料初审；2、负责指导客户填写产品申请表、复印资料、编码盖章、上传系统；3、负责客户签约资料的复核，并完成客户的签约工作；4、负责贷后管理工作，包括预催收、M1 催收等；5、负责存续客户维护工作，包括追加贷款等；6、负责完成公司及上级交办的其它工作。任职要求：1、入职年龄在 22 周岁（含）以上，35 周岁（含）以下；2、本科及以上学历，有客服相关工作经验者优先；3、沟通能力强，具有团队合作精神；4、形象好，气质佳；薪资福利：1、入职后交养老、医疗、生育、失业、工伤保险和住房公积金2、转正后交商业补充医疗，门诊也可以报销，还可以享有家庭整体保险待遇3、双休、法定节假日休息、有带薪年假，婚假，产假，男士享有陪产假4、有节日福利和年终奖，有生日会和丰富的团建活动5、有定期体检和专业培训；畅通无阻、客观公正的晋升机制6、表现优异者享有国内游或者境外游的机会公司简介宜信普惠信息咨询（北京）有限公司（简称“宜信普惠”），作为中国知名的借款咨询服务专业机构，为有创业、深造、周转、消费等正当资金需求的中小微企业及个人客户推荐广泛的借款资金来源渠道。利用大数据金融云等创新科技方式，为几千万小微企业主和几亿经济上活跃的农户提供便捷、安全的资金筹措服务。目前公司已经在253个城市和20多个省的农村地区建立了强大的服务网络，并且先后在《欢乐颂》、《太太万岁》、《猎场》、《合伙人》等电视剧做过广告植入，2015年12月宜人贷（股票代码：YRD）在美国上市，成为金融科技企业第一股。
成都希盟泰克科技发展有限公司,成都,本科/3-5年,0,10K-15K,图形开发软件工程师,职位信息：1）根据产品需求编写并维护设计文档，保持产品技术文档的完整性、连续性和可追溯性；2）负责产品和项目需求分析，进行系统的功能定义，程序设计；3）负责引擎的跨平台移植和开发；4）具备较强的学习接受新技术的能力，具备良好的沟通表达能力和较强的团队协作能力，工作态度认真、责任心强、肯吃苦。任职要求:1）本科或以上学历、计算机或相关专业，两年以上3D软件开发经验；2）精通C++开发语言；3）熟练OSG渲染引擎，熟悉3D引擎架构设计及3D性能优化技术，对3D引擎有一定研究和技术积累；4）有较好的数学基础和计算机图形学基础，熟悉OpenGL开发；5）有大数据图形渲染、大场景三维GIS平台开发经验的优先；
中关村领创空间科技服务有限责任公司,成都-成华区,本科/3-5年,0,8K-12K,招商经理,负责园区办公楼、厂房招商租赁工作和相应的回款工作，策划组织园区文化活动，对营销策略、计划方案提出建议，支持本部门年度经营目标的实现。主要职责：1、负责对总体招商计划、实施方案及招商模式提出意见及建议2、负责组织实施具体招商谈判工作，完成分解至个人职责范围内的年度主营业务收入指标3、负责整理客户资料归档并按时完成租金回款工作4、负责公司产业招商客户数据库的建立，整合招商资源，建立信息化资源共享平台，将客户资源导入项目5、受理个人职责范围内客户的各类服务需求，将客户需求记录登记，与相关方进行沟通，处理解决客户问题并归档6、策划园区文化活动，并按计划组织实施7、协助部门经理完成招商管理工作任职资格:1、市场营销、房地产策划等相关工作领域专业技术职称，本科以上学历，2年以上相关工作经历2、能力素质：分析判断能力和反应力、内外客户服务力和解决问题力，行业发展趋势分析能力3、年龄：25-38岁4.该岗位需接受外派，外派地为全国各地，根据公司项目拓展情况进行外派。接受外派者优先。公司简介：     北京中关村信息谷资产管理有限责任公司成立于2014年11月，是在实施国家创新驱动战略、京津冀一体化发展战略、中关村1+6政策全国推广指示的背景下，经中关村管委会批准，由中关村发展集团出资组建的轻资产重科技产业组织和服务运营的公司。      信息谷公司以中关村丰富的创新资源为依托，充分发挥自身优势，汇聚来自中关村、全国、全球的创新资源，建立一个以北京为中心，以国际合作城市和国内城市为节点，在全球范围内配置创新要素，创新创业一体推进，逐渐形成产业链完善合理、区域发展协同的局面，使中关村与合作城市协同创新、共同发展。信息谷公司依据科技企业与政府合作创新发展的内在需求，在当地市委市政府的支持指导下，按照一中心、一基地、一园区的渐进式推动，通过在合作城市设立创新平台——“创新中心”、“双创示范基地”、“创新汇”、“雨林空间”等运营载体，并开展组织一系列品牌产业活动，导入外部优质创新资源，充分与当地的资源禀赋进行有效结合，形成优势互补的城市创新发展体系。这一模式已经为合作城市产生了以创新为主要特征的内生增长动力，完善了区域创新发展生态系统，同时践行了中关村及信息谷的协同发展道路。       成都.中关村信息谷创新中心位于成华区十一科技广场，占地5600平方米，这是中关村信息谷创新中心“百城优选计划”在西南部城市的首秀。按照规划，进驻成都后，中关村信息谷创新中心将充分利用中关村技术、人才、资本、市场、平台等优势，带动相关创新资源和要素向成都集聚，全面提升创新创业整体环境，有效助力区域产业升级、人才战略和经济发展。    依托电子科大等高校资源，通过知识创新、技术创新和区域创新的有机融合，联合国内外有关资源，催生更多具有自主知识产权的科技成果，培育一批高新技术企业，引领战略新兴产业的发展。促进创新创业与产业转型升级的有机互动，引导培育成华区战略性新兴产业和新经济增长点。    另外，创新中心还将通过整合成都双创优质资源，完善金融、政务等七大创新创业服务体系，吸引国际化资源，形成电子信息、智能制造、大数据、AR/VR等创新创业企业集聚区，构建全方位、立体式、充满生机的创业生态系统，打造国际化双创品牌。“中关村，包括成都以外的国内外企业家和技术资源将通过这个平台引进，同时让人才、资本互动，实现我们合作的区域跟中关村为代表的资源、要素、资本，方方面面实现零距离地对接。
浙江高美生物科技有限公司,嘉兴,博士/不限,0,30K-50K,生物信息博士后,初创公司，支持博士后入站。主要工作内容通过临床样本测序大数据分析肿瘤生物标志物等。现招聘生物信息学博士2名。要求：1. 具有生物信息学或相关专业博士学位；2. 熟悉Linux操作系统，熟悉Python或Perl语言中的一种，熟悉R或MATLAB语言中的一种；3. 熟悉统计学分析；4. 有基因组、转录组学、或者表观遗传组学数据分析经验；5. 具有较强的事业心、责任心和团队合作精神；能够独立开展科研工作，协助参与科研基金申请、课题制定和实验室管理，协助指导研究生工作。6. 具有较强的英文阅读写作能力，以第一作者发表1篇及以上SCI论文者优先。岗位待遇：经验越多，工资奖金越多。工作一年之后有20万-250万房补。
南京信大卫星应用研究院有限公司,南京,本科/3-5年,0,10K-20K,空间数据库开发工程师,岗位职责：1.负责空间数据库数据建模、空间算法编写和应用开发；2.负责空间数据库集群的建立和维护；岗位要求：1.计算机或地理信息系统专业硕士以上学历；2.精通关系型数据库理论和数据建模，精通至少一种大型商业或开源关系型数据库系统，如Oracle、SQL Server、PostgreSQL或MySQL等；3.熟悉至少一种空间数据引擎，如Oracle Spatial、PostGIS等，并有实际的开发经验，能够使用SQL编写空间算法：4.精通Python或Javascript至少其中一种编程语言；5.熟悉至少一种NoSQL数据库；6.有GIS、数据挖掘或大数据开发经营者优先；7.有较强的语言表达、沟通能力和分析、解决问题的能力.
